,date,quarter,day,department,team_number,team_workers,allocated_task_time,unfinished_items,over_time,incentive,style_changes,interruption_time,interruption_people,productivity_target,productivity_actual,productivity_difference
17,1/1/2015,Q1,Thursday,sewing,4,60.0,23.69,861.0,7200,0,0,0.0,0,0.65,0.52118,-0.12882000000000005
18,1/1/2015,Q1,Thursday,finishing,11,12.0,4.15,,1440,0,0,0.0,0,0.7,0.436326389,-0.263673611
19,1/3/2015,Q1,Saturday,finishing ,4,20.0,4.15,,6600,0,0,0.0,0,0.8,0.988024691,0.18802469099999997
20,1/3/2015,Q1,Saturday,finishing ,11,17.0,2.9,,5640,0,0,0.0,0,0.75,0.987880435,0.237880435
21,1/3/2015,Q1,Saturday,finishing ,9,8.0,4.15,,960,0,0,0.0,0,0.8,0.956270833,0.156270833
22,1/3/2015,Q1,Saturday,finishing ,3,8.0,3.94,,1560,0,0,0.0,0,0.75,0.945277778,0.195277778
23,1/3/2015,Q1,Saturday,finishing ,1,8.0,3.94,,960,0,0,0.0,0,0.8,0.902916667,0.1029166669999999
24,1/3/2015,Q1,Saturday,sewing,1,56.5,28.08,772.0,6300,50,0,0.0,0,0.8,0.800725314,0.0007253139999999769
25,1/3/2015,Q1,Saturday,sewing,3,54.5,28.08,913.0,6540,50,0,0.0,0,0.8,0.800322936,0.0003229359999999959
26,1/3/2015,Q1,Saturday,sewing,8,59.0,26.16,1261.0,7080,50,0,0.0,0,0.8,0.800318644,0.00031864399999992354
27,1/3/2015,Q1,Saturday,sewing,12,59.0,26.16,844.0,7080,63,0,0.0,0,0.8,0.800318644,0.00031864399999992354
28,1/3/2015,Q1,Saturday,sewing,11,29.5,11.61,1005.0,7080,50,0,0.0,0,0.8,0.800237288,0.00023728800000000216
29,1/3/2015,Q1,Saturday,sewing,5,31.5,11.61,659.0,7080,50,0,0.0,0,0.8,0.800148649,0.0001486490000000007
30,1/3/2015,Q1,Saturday,sewing,6,56.0,25.9,1152.0,6720,50,0,0.0,0,0.8,0.800125,0.00012499999999993072
31,1/3/2015,Q1,Saturday,sewing,7,56.0,25.9,1138.0,6720,38,0,0.0,0,0.8,0.800125,0.00012499999999993072
32,1/3/2015,Q1,Saturday,sewing,10,54.0,19.31,610.0,6480,56,0,0.0,0,0.75,0.787299691,0.03729969099999997
33,1/3/2015,Q1,Saturday,finishing ,2,8.0,4.15,,960,0,0,0.0,0,0.8,0.782447917,-0.017552082999999996
34,1/3/2015,Q1,Saturday,sewing,2,55.0,19.87,944.0,6600,45,0,0.0,0,0.75,0.75024303,0.00024303000000003294
35,1/3/2015,Q1,Saturday,finishing ,10,8.0,4.15,,960,0,0,0.0,0,0.7,0.7018125,0.0018124999999999947
36,1/3/2015,Q1,Saturday,sewing,4,60.0,23.69,544.0,13800,0,0,0.0,0,0.7,0.700134038,0.000134038000000003
37,1/3/2015,Q1,Saturday,sewing,9,57.5,28.08,1072.0,6900,40,0,0.0,0,0.7,0.699965217,-3.478299999992718e-05
38,1/3/2015,Q1,Saturday,finishing ,8,8.0,2.9,,960,0,0,0.0,0,0.8,0.628333333,-0.171666667
39,1/3/2015,Q1,Saturday,finishing ,7,8.0,3.94,,960,0,0,0.0,0,0.8,0.6253125,-0.1746875
40,1/4/2015,Q1,Sunday,finishing ,3,8.0,4.15,,1560,0,0,0.0,0,0.75,0.991388889,0.241388889
41,1/4/2015,Q1,Sunday,finishing ,9,8.0,3.94,,960,0,0,0.0,0,0.8,0.931645833,0.131645833
42,1/4/2015,Q1,Sunday,finishing ,1,8.0,3.94,,960,0,0,0.0,0,0.8,0.915229167,0.11522916699999997
43,1/4/2015,Q1,Sunday,sewing,6,31.0,11.61,539.0,6975,50,0,0.0,0,0.8,0.879714482,0.07971448199999998
44,1/4/2015,Q1,Sunday,finishing ,4,20.0,3.94,,6600,0,0,0.0,0,0.8,0.861679012,0.06167901199999992
45,1/4/2015,Q1,Sunday,sewing,9,59.0,26.16,1278.0,7080,60,0,0.0,0,0.8,0.850569492,0.05056949199999994
46,1/4/2015,Q1,Sunday,sewing,7,56.5,25.9,1227.0,7020,60,0,0.0,0,0.8,0.850436438,0.05043643799999997
47,1/4/2015,Q1,Sunday,sewing,8,56.5,25.9,1039.0,6780,45,0,0.0,0,0.8,0.850345133,0.050345132999999986
48,1/4/2015,Q1,Sunday,sewing,4,55.5,28.08,878.0,4260,50,0,0.0,0,0.8,0.800598058,0.0005980579999999014
49,1/4/2015,Q1,Sunday,sewing,1,59.0,26.16,1033.0,7080,63,0,0.0,0,0.8,0.800318644,0.00031864399999992354
50,1/4/2015,Q1,Sunday,sewing,2,55.5,28.08,782.0,6660,50,0,0.0,0,0.8,0.800237838,0.00023783799999999022
51,1/4/2015,Q1,Sunday,sewing,12,31.0,11.61,1216.0,6975,50,0,0.0,0,0.8,0.800030199,3.0199000000008525e-05
52,1/4/2015,Q1,Sunday,finishing ,2,8.0,3.94,,960,0,0,0.0,0,0.8,0.792104167,-0.007895833000000074
53,1/4/2015,Q1,Sunday,finishing ,10,18.0,3.94,,4320,0,0,0.0,0,0.7,0.759228395,0.05922839499999999
54,1/4/2015,Q1,Sunday,sewing,11,54.0,19.31,513.0,6480,45,0,0.0,0,0.75,0.750348457,0.0003484569999999687
55,1/4/2015,Q1,Sunday,sewing,3,55.0,19.87,734.0,6600,45,0,0.0,0,0.75,0.75024303,0.00024303000000003294
56,1/4/2015,Q1,Sunday,sewing,10,57.5,28.08,1202.0,6900,40,0,0.0,0,0.7,0.699965217,-3.478299999992718e-05
57,1/4/2015,Q1,Sunday,finishing ,8,8.0,2.9,,960,0,0,0.0,0,0.8,0.682708333,-0.11729166700000004
58,1/4/2015,Q1,Sunday,finishing ,7,8.0,2.9,,960,0,0,0.0,0,0.8,0.667604167,-0.13239583300000002
59,1/4/2015,Q1,Sunday,sewing,5,58.0,45.67,884.0,6960,26,0,0.0,0,0.7,0.603432184,-0.09656781599999997
60,1/4/2015,Q1,Sunday,finishing ,11,8.0,4.15,,960,0,0,0.0,0,0.75,0.345833333,-0.404166667
61,1/5/2015,Q1,Monday,finishing ,1,8.0,3.94,,1920,0,0,0.0,0,0.8,0.961059028,0.16105902799999994
62,1/5/2015,Q1,Monday,finishing ,11,10.0,3.94,,2400,0,0,0.0,0,0.8,0.939513889,0.13951388899999995
63,1/5/2015,Q1,Monday,finishing ,4,16.0,3.94,,3840,0,0,0.0,0,0.8,0.893663194,0.093663194
64,1/5/2015,Q1,Monday,finishing ,3,8.0,4.15,,1920,0,0,0.0,0,0.75,0.875390625,0.12539062499999998
65,1/5/2015,Q1,Monday,sewing,9,59.0,26.16,1227.0,7080,75,0,0.0,0,0.8,0.850569492,0.05056949199999994
66,1/5/2015,Q1,Monday,finishing ,9,8.0,2.9,,1920,0,0,0.0,0,0.8,0.820833333,0.02083333300000001
67,1/5/2015,Q1,Monday,finishing ,2,8.0,3.94,,960,0,0,0.0,0,0.8,0.804416667,0.004416666999999985
68,1/5/2015,Q1,Monday,sewing,7,56.5,25.9,1255.0,6780,50,0,0.0,0,0.8,0.800684366,0.0006843659999999918
69,1/5/2015,Q1,Monday,sewing,8,56.5,25.9,1047.0,6780,38,0,0.0,0,0.8,0.800684366,0.0006843659999999918
70,1/5/2015,Q1,Monday,sewing,1,59.0,26.16,1138.0,7080,63,0,0.0,0,0.8,0.800318644,0.00031864399999992354
71,1/5/2015,Q1,Monday,sewing,11,55.0,19.31,678.0,4800,50,0,0.0,0,0.8,0.800250962,0.0002509619999999657
72,1/5/2015,Q1,Monday,sewing,6,32.0,11.61,712.0,7200,50,0,0.0,0,0.8,0.800246011,0.00024601099999999043
73,1/5/2015,Q1,Monday,sewing,12,32.0,11.61,1037.0,7200,50,0,0.0,0,0.8,0.800246011,0.00024601099999999043
74,1/5/2015,Q1,Monday,sewing,2,57.5,28.08,757.0,6900,50,0,0.0,0,0.8,0.800076522,7.652199999996778e-05
75,1/5/2015,Q1,Monday,sewing,4,57.5,28.08,759.0,6900,50,0,0.0,0,0.8,0.800076522,7.652199999996778e-05
76,1/5/2015,Q1,Monday,finishing ,10,8.0,2.9,,960,0,0,0.0,0,0.75,0.763375,0.013375000000000026
77,1/5/2015,Q1,Monday,finishing ,5,8.0,2.9,,960,0,0,0.0,0,0.6,0.759270833,0.159270833
78,1/5/2015,Q1,Monday,sewing,10,58.5,28.08,1083.0,7020,45,0,0.0,0,0.75,0.7504,0.00039999999999995595
79,1/5/2015,Q1,Monday,sewing,3,55.0,19.87,944.0,6600,45,0,0.0,0,0.75,0.75024303,0.00024303000000003294
80,1/5/2015,Q1,Monday,finishing ,7,8.0,3.94,,960,0,0,0.0,0,0.8,0.676666667,-0.12333333300000004
81,1/5/2015,Q1,Monday,finishing ,8,8.0,2.9,,960,0,0,0.0,0,0.8,0.664583333,-0.135416667
82,1/5/2015,Q1,Monday,sewing,5,58.0,21.98,666.0,6960,23,0,0.0,0,0.6,0.600028736,2.873599999997367e-05
83,1/6/2015,Q1,Tuesday,finishing ,4,18.0,3.94,,4440,0,0,0.0,0,0.8,0.966781346,0.16678134599999994
84,1/6/2015,Q1,Tuesday,finishing ,1,8.0,3.94,,1440,0,0,0.0,0,0.8,0.936496212,0.13649621199999995
85,1/6/2015,Q1,Tuesday,finishing ,3,10.0,4.15,,1800,0,0,0.0,0,0.75,0.899166667,0.14916666700000003
86,1/6/2015,Q1,Tuesday,finishing ,11,15.0,4.15,,2700,0,0,0.0,0,0.8,0.888686869,0.088686869
87,1/6/2015,Q1,Tuesday,finishing ,9,8.0,3.94,,1440,0,0,0.0,0,0.8,0.858143939,0.05814393899999992
88,1/6/2015,Q1,Tuesday,sewing,1,59.0,26.16,1187.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
89,1/6/2015,Q1,Tuesday,sewing,9,59.0,26.16,1305.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
90,1/6/2015,Q1,Tuesday,finishing ,10,8.0,3.94,,1440,0,0,0.0,0,0.75,0.809640152,0.059640151999999946
91,1/6/2015,Q1,Tuesday,finishing ,2,8.0,3.94,,1440,0,0,0.0,0,0.8,0.805909091,0.005909090999999922
92,1/6/2015,Q1,Tuesday,sewing,2,57.5,28.08,716.0,10350,50,0,0.0,0,0.8,0.800594466,0.0005944659999999047
93,1/6/2015,Q1,Tuesday,sewing,4,57.5,28.08,925.0,10350,50,0,0.0,0,0.8,0.800594466,0.0005944659999999047
94,1/6/2015,Q1,Tuesday,sewing,3,55.0,19.87,963.0,9900,50,0,0.0,0,0.8,0.800273829,0.0002738289999999477
95,1/6/2015,Q1,Tuesday,sewing,12,31.5,11.61,1101.0,5310,50,0,0.0,0,0.8,0.800140969,0.00014096899999993528
96,1/6/2015,Q1,Tuesday,sewing,7,56.5,25.9,1035.0,10170,38,0,0.0,0,0.8,0.800128721,0.0001287209999999428
97,1/6/2015,Q1,Tuesday,sewing,8,56.5,25.9,1083.0,10170,38,0,0.0,0,0.8,0.800128721,0.0001287209999999428
98,1/6/2015,Q1,Tuesday,sewing,6,31.5,11.61,910.0,4470,38,0,0.0,0,0.8,0.80007657,7.656999999994252e-05
99,1/6/2015,Q1,Tuesday,sewing,10,58.5,28.08,1209.0,10530,45,0,0.0,0,0.75,0.750545455,0.000545455000000028
100,1/6/2015,Q1,Tuesday,sewing,11,55.0,19.31,590.0,9900,45,0,0.0,0,0.75,0.750057851,5.7850999999997654e-05
101,1/6/2015,Q1,Tuesday,finishing ,8,8.0,2.9,,1440,0,0,0.0,0,0.8,0.681060606,-0.11893939400000009
102,1/6/2015,Q1,Tuesday,sewing,5,58.0,21.98,808.0,10440,35,0,0.0,0,0.65,0.649983281,-1.6718999999998374e-05
103,1/6/2015,Q1,Tuesday,finishing ,7,8.0,2.9,,1440,0,0,0.0,0,0.8,0.61625,-0.18375000000000008
104,1/7/2015,Q1,Wednesday,finishing ,1,8.0,3.94,,1440,0,0,0.0,0,0.8,0.951420455,0.151420455
105,1/7/2015,Q1,Wednesday,finishing ,9,8.0,3.94,,1440,0,0,0.0,0,0.8,0.880530303,0.08053030299999997
106,1/7/2015,Q1,Wednesday,sewing,1,59.0,26.16,1179.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
107,1/7/2015,Q1,Wednesday,sewing,9,59.0,26.16,1324.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
108,1/7/2015,Q1,Wednesday,sewing,8,56.5,25.9,1135.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
109,1/7/2015,Q1,Wednesday,finishing ,3,15.0,4.15,,2700,0,0,0.0,0,0.75,0.83,0.07999999999999996
110,1/7/2015,Q1,Wednesday,finishing ,4,18.0,3.94,,4440,0,0,0.0,0,0.8,0.827186544,0.02718654399999998
111,1/7/2015,Q1,Wednesday,finishing ,2,8.0,3.94,,1440,0,0,0.0,0,0.8,0.813371212,0.01337121199999991
112,1/7/2015,Q1,Wednesday,finishing ,10,8.0,3.94,,1440,0,0,0.0,0,0.75,0.805909091,0.055909090999999966
113,1/7/2015,Q1,Wednesday,finishing ,7,8.0,2.9,,1440,0,0,0.0,0,0.8,0.804640152,0.0046401520000000085
114,1/7/2015,Q1,Wednesday,sewing,2,57.5,28.08,776.0,10350,63,0,0.0,0,0.8,0.800594466,0.0005944659999999047
115,1/7/2015,Q1,Wednesday,sewing,4,57.5,28.08,990.0,10350,50,0,0.0,0,0.8,0.800594466,0.0005944659999999047
116,1/7/2015,Q1,Wednesday,sewing,6,30.5,11.41,986.0,5490,50,0,0.0,0,0.8,0.800343766,0.0003437659999999676
117,1/7/2015,Q1,Wednesday,sewing,3,55.0,19.87,924.0,9900,50,0,0.0,0,0.8,0.800273829,0.0002738289999999477
118,1/7/2015,Q1,Wednesday,sewing,12,31.5,11.61,1120.0,5670,50,0,0.0,0,0.8,0.800246753,0.00024675299999998845
119,1/7/2015,Q1,Wednesday,sewing,7,56.5,25.9,1066.0,10170,50,0,0.0,0,0.8,0.800128721,0.0001287209999999428
120,1/7/2015,Q1,Wednesday,sewing,10,58.5,28.08,1144.0,10530,69,0,0.0,0,0.75,0.8,0.050000000000000044
121,1/7/2015,Q1,Wednesday,sewing,5,58.0,21.98,413.0,9720,40,0,0.0,0,0.7,0.700480831,0.0004808310000000704
122,1/7/2015,Q1,Wednesday,finishing ,8,8.0,2.9,,1440,0,0,0.0,0,0.8,0.681060606,-0.11893939400000009
123,1/7/2015,Q1,Wednesday,finishing ,6,10.0,2.9,,1800,0,0,0.0,0,0.8,0.666515152,-0.13348484800000004
124,1/7/2015,Q1,Wednesday,sewing,11,55.0,31.83,568.0,9900,40,0,0.0,0,0.8,0.412119835,-0.38788016500000005
125,1/7/2015,Q1,Wednesday,finishing ,5,8.0,4.15,,1440,0,0,0.0,0,0.7,0.330113636,-0.36988636399999997
126,1/8/2015,Q2,Thursday,finishing ,1,8.0,3.94,,1440,0,0,0.0,0,0.8,0.947689394,0.14768939399999992
127,1/8/2015,Q2,Thursday,finishing ,4,20.0,3.94,,12600,0,0,0.0,0,0.8,0.919905405,0.11990540499999991
128,1/8/2015,Q2,Thursday,sewing,9,59.0,26.16,1216.0,10620,88,0,0.0,0,0.8,0.900215716,0.10021571600000001
129,1/8/2015,Q2,Thursday,finishing ,9,8.0,3.94,,1440,0,0,0.0,0,0.8,0.891723485,0.09172348499999994
130,1/8/2015,Q2,Thursday,sewing,1,59.0,26.16,1189.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
131,1/8/2015,Q2,Thursday,sewing,4,58.5,28.08,942.0,10530,75,0,0.0,0,0.8,0.850181818,0.05018181799999999
132,1/8/2015,Q2,Thursday,sewing,7,56.5,25.9,1050.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
133,1/8/2015,Q2,Thursday,sewing,8,56.5,25.9,1026.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
134,1/8/2015,Q2,Thursday,finishing ,2,8.0,3.94,,1440,0,0,0.0,0,0.8,0.835757576,0.03575757599999996
135,1/8/2015,Q2,Thursday,finishing ,5,8.0,4.15,,3840,0,0,0.0,0,0.7,0.821354167,0.12135416700000001
136,1/8/2015,Q2,Thursday,sewing,2,58.5,28.08,783.0,10050,63,0,0.0,0,0.8,0.800497246,0.0004972460000000067
137,1/8/2015,Q2,Thursday,sewing,3,55.0,19.87,857.0,9900,50,0,0.0,0,0.8,0.800273829,0.0002738289999999477
138,1/8/2015,Q2,Thursday,sewing,12,31.5,11.61,548.0,15120,63,0,0.0,0,0.8,0.800107143,0.00010714299999992072
139,1/8/2015,Q2,Thursday,sewing,6,30.5,11.41,411.0,14640,50,0,0.0,0,0.8,0.800024932,2.4931999999977528e-05
140,1/8/2015,Q2,Thursday,sewing,10,58.5,28.08,1066.0,10530,69,0,0.0,0,0.75,0.8,0.050000000000000044
141,1/8/2015,Q2,Thursday,finishing ,10,8.0,3.94,,1440,0,0,0.0,0,0.75,0.779791667,0.02979166700000002
142,1/8/2015,Q2,Thursday,finishing ,8,8.0,2.9,,1440,0,0,0.0,0,0.8,0.735984848,-0.06401515200000008
143,1/8/2015,Q2,Thursday,finishing ,3,12.0,4.15,,2160,0,0,0.0,0,0.75,0.712626263,-0.03737373700000002
144,1/8/2015,Q2,Thursday,finishing ,7,8.0,2.9,,1440,0,0,0.0,0,0.8,0.681060606,-0.11893939400000009
145,1/8/2015,Q2,Thursday,finishing ,11,5.0,4.15,,900,0,0,0.0,0,0.8,0.515606061,-0.2843939390000001
146,1/8/2015,Q2,Thursday,sewing,11,54.0,12.52,287.0,25920,38,0,0.0,0,0.35,0.349951389,-4.86109999999762e-05
147,1/8/2015,Q2,Thursday,sewing,5,57.0,42.41,724.0,10260,0,0,0.0,0,0.7,0.233705476,-0.46629452399999993
148,1/10/2015,Q2,Saturday,finishing ,1,8.0,3.94,,2160,0,0,0.0,0,0.8,0.985,0.18499999999999994
149,1/10/2015,Q2,Saturday,finishing ,3,12.0,4.15,,2760,0,0,0.0,0,0.75,0.930340376,0.18034037599999997
150,1/10/2015,Q2,Saturday,finishing ,4,20.0,3.94,,6000,0,0,0.0,0,0.8,0.911589744,0.11158974399999999
151,1/10/2015,Q2,Saturday,finishing ,9,8.0,3.94,,1440,0,0,0.0,0,0.8,0.858143939,0.05814393899999992
152,1/10/2015,Q2,Saturday,sewing,9,59.0,26.16,1122.0,10620,75,0,0.0,0,0.8,0.851174114,0.05117411399999994
153,1/10/2015,Q2,Saturday,sewing,7,56.5,25.9,970.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
154,1/10/2015,Q2,Saturday,sewing,8,56.5,25.9,1158.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
155,1/10/2015,Q2,Saturday,finishing ,10,8.0,3.94,,1440,0,0,0.0,0,0.8,0.846950758,0.046950757999999926
156,1/10/2015,Q2,Saturday,finishing ,11,8.0,4.15,,1440,0,0,0.0,0,0.8,0.817424242,0.017424241999999923
157,1/10/2015,Q2,Saturday,finishing ,2,8.0,3.94,,1440,0,0,0.0,0,0.8,0.817102273,0.017102273
158,1/10/2015,Q2,Saturday,sewing,4,58.0,28.08,660.0,10440,63,0,0.0,0,0.8,0.801028213,0.001028213
159,1/10/2015,Q2,Saturday,sewing,2,57.5,28.08,749.0,10350,63,0,0.0,0,0.8,0.800594466,0.0005944659999999047
160,1/10/2015,Q2,Saturday,sewing,12,31.5,11.61,893.0,4710,50,0,0.0,0,0.8,0.800346445,0.0003464449999999175
161,1/10/2015,Q2,Saturday,sewing,6,30.5,11.41,887.0,5490,50,0,0.0,0,0.8,0.800343766,0.0003437659999999676
162,1/10/2015,Q2,Saturday,sewing,1,59.0,26.16,1335.0,10620,63,0,0.0,0,0.8,0.800117103,0.00011710300000000728
163,1/10/2015,Q2,Saturday,sewing,10,58.5,28.08,1082.0,10530,63,0,0.0,0,0.8,0.8,0.0
164,1/10/2015,Q2,Saturday,sewing,3,56.0,19.87,1075.0,7080,45,0,0.0,0,0.75,0.750098351,9.835099999999652e-05
165,1/10/2015,Q2,Saturday,sewing,11,53.0,12.52,749.0,9540,38,0,0.0,0,0.5,0.673245283,0.17324528299999997
166,1/10/2015,Q2,Saturday,finishing ,7,8.0,2.9,,1440,0,0,0.0,0,0.8,0.670075758,-0.12992424200000008
167,1/10/2015,Q2,Saturday,finishing ,8,8.0,2.9,,1440,0,0,0.0,0,0.8,0.628882576,-0.17111742400000007
168,1/10/2015,Q2,Saturday,sewing,5,56.0,20.79,966.0,7680,0,0,0.0,0,0.5,0.388007813,-0.11199218700000002
169,1/10/2015,Q2,Saturday,finishing ,5,8.0,4.15,,1440,0,0,0.0,0,0.5,0.337973485,-0.16202651499999998
170,1/11/2015,Q2,Sunday,finishing ,3,8.0,4.15,,1440,0,0,0.0,0,0.75,0.93532197,0.18532196999999995
171,1/11/2015,Q2,Sunday,finishing ,4,20.0,3.94,,3600,0,0,0.0,0,0.8,0.925643939,0.12564393899999993
172,1/11/2015,Q2,Sunday,sewing,9,59.0,26.16,1095.0,10620,88,0,0.0,0,0.8,0.900215716,0.10021571600000001
173,1/11/2015,Q2,Sunday,finishing ,1,8.0,3.94,,1440,0,0,0.0,0,0.8,0.873068182,0.07306818199999998
174,1/11/2015,Q2,Sunday,finishing ,9,8.0,3.94,,1440,0,0,0.0,0,0.8,0.858143939,0.05814393899999992
175,1/11/2015,Q2,Sunday,sewing,1,59.0,26.16,1383.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
176,1/11/2015,Q2,Sunday,sewing,7,56.5,25.9,1012.0,10170,45,0,0.0,0,0.8,0.850136766,0.050136765999999944
177,1/11/2015,Q2,Sunday,sewing,8,56.5,25.9,1209.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
178,1/11/2015,Q2,Sunday,finishing ,10,8.0,3.94,,1440,0,0,0.0,0,0.8,0.828295455,0.02829545499999997
179,1/11/2015,Q2,Sunday,finishing ,2,8.0,3.94,,1440,0,0,0.0,0,0.8,0.820833333,0.02083333300000001
180,1/11/2015,Q2,Sunday,sewing,6,30.5,11.41,887.0,5490,50,0,0.0,0,0.8,0.800343766,0.0003437659999999676
181,1/11/2015,Q2,Sunday,sewing,12,31.5,11.61,896.0,5670,50,0,0.0,0,0.8,0.800246753,0.00024675299999998845
182,1/11/2015,Q2,Sunday,sewing,2,58.5,28.08,805.0,10530,63,0,0.0,0,0.8,0.8,0.0
183,1/11/2015,Q2,Sunday,sewing,10,58.5,28.08,762.0,10530,38,0,0.0,0,0.8,0.8,0.0
184,1/11/2015,Q2,Sunday,sewing,3,55.0,19.87,1043.0,6420,0,0,0.0,0,0.8,0.690182815,-0.10981718500000004
185,1/11/2015,Q2,Sunday,finishing ,11,8.0,4.15,,1440,0,0,0.0,0,0.8,0.668087121,-0.13191287900000004
186,1/11/2015,Q2,Sunday,finishing ,8,8.0,2.9,,1440,0,0,0.0,0,0.8,0.653598485,-0.1464015150000001
187,1/11/2015,Q2,Sunday,finishing ,5,8.0,4.15,,1440,0,0,0.0,0,0.5,0.609138258,0.10913825799999999
188,1/11/2015,Q2,Sunday,sewing,11,53.0,12.52,831.0,9540,30,0,0.0,0,0.6,0.600229846,0.000229845999999978
189,1/11/2015,Q2,Sunday,finishing ,6,8.0,2.9,,1440,0,0,0.0,0,0.8,0.597348485,-0.202651515
190,1/11/2015,Q2,Sunday,finishing ,7,8.0,2.9,,1440,0,0,0.0,0,0.8,0.590435606,-0.20956439400000004
191,1/11/2015,Q2,Sunday,sewing,4,58.0,50.48,562.0,10440,0,0,0.0,0,0.8,0.473134796,-0.326865204
192,1/11/2015,Q2,Sunday,sewing,5,57.0,20.79,1208.0,7980,0,0,0.0,0,0.6,0.452979626,-0.14702037399999995
193,1/12/2015,Q2,Monday,finishing ,1,8.0,3.94,,1440,0,0,0.0,0,0.8,0.955151515,0.1551515149999999
194,1/12/2015,Q2,Monday,finishing ,4,18.0,4.3,,3240,0,0,0.0,0,0.35,0.942213805,0.592213805
195,1/12/2015,Q2,Monday,finishing ,3,10.0,4.15,,1800,0,0,0.0,0,0.8,0.905454545,0.10545454499999996
196,1/12/2015,Q2,Monday,finishing ,2,8.0,3.94,,1440,0,0,0.0,0,0.8,0.880530303,0.08053030299999997
197,1/12/2015,Q2,Monday,finishing ,9,8.0,3.94,,1440,0,0,0.0,0,0.8,0.858143939,0.05814393899999992
198,1/12/2015,Q2,Monday,sewing,1,59.0,26.16,1099.0,8220,75,0,0.0,0,0.8,0.850522167,0.05052216700000001
199,1/12/2015,Q2,Monday,sewing,9,59.0,26.16,1093.0,10620,75,0,0.0,0,0.8,0.850502311,0.05050231099999991
200,1/12/2015,Q2,Monday,sewing,7,56.5,25.9,1031.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
201,1/12/2015,Q2,Monday,sewing,8,56.5,25.9,1233.0,10170,60,0,0.0,0,0.8,0.850136766,0.050136765999999944
202,1/12/2015,Q2,Monday,finishing ,6,8.0,2.9,,1440,0,0,0.0,0,0.8,0.817424242,0.017424241999999923
203,1/12/2015,Q2,Monday,finishing ,5,8.0,4.15,,1440,0,0,0.0,0,0.65,0.809564394,0.159564394
204,1/12/2015,Q2,Monday,sewing,3,55.0,19.87,941.0,9900,0,0,0.0,0,0.8,0.800273829,0.0002738289999999477
